country,str,LatLong_raw3,Lat,Long,Freq
Panama City,"Panama  Orileede Panama,Oríl<U+1EB9>´ède Panama,Pa-na-ma,Panama,Panama nutome,Panamaa,Panamaen,Panamaja,Panamas,Pan...9.0-80.0",9.0-80.0,,,1
Paraiba,"Paraíba  Estado da Paraiba,Estado da Paraíba,Estado de Paraiba,Estado de Paraíba,Estado do Paraiba,Estado do ...-7.25-36.5",-43.75,,,1
Pearl Islands,"Ponce  La Ciudad Senorial,La Ciudad de las Quenepas,La Perla del Sur,PSE,Ponce,Ponce Senorial,Ponse,Ponse,P...18.01031-66.62398",18.01031-66.62398,,,1
Pennsylvania,"Pennsylvania  Commonwealth of Pennsylvania,Keystone State,PA,Penekelewinia,Pennsilfaani,Pennsilvani,Pennsilvania,P...40.2724534393745-76.9056701660156",40.2724534393745-76.905,,,1
"Peter the Great Bay, Khasan, Primorsky Krai (Far East)","St Peter Port  GCI,Gorad Sent-Pitehr-Port,Saint Peter Port,Saint Pierre Port,Saint-Pierre-Port,Sanktapetrurbo,Sejnt...49.45981231002438-2.535266876220703",49.45981231002438-2.53,,,1
Phang nga Province,"Ð<U+1EC9>nh Phan Xi Phang  Dinh Phan Xi Phang,Fan Si Pan,Phan Si Pan,Phan Xi Pang,Phang Xi Pang,Phang Xi Pang,Ð<U+1EC9>nh Phan Xi Phan...22.303433103.774936",22.303433103.7749,,,1
Phuket,"Phuket  Bhuket,Changwat Phuket,Muang Thalang,Phuket,Pucket,Puket,canghwad phuket,phuket,<U+0E08><U+0E31><U+0E07><U+0E2B><U+0E27><U+0E31><U+0E14><U+0E20><U+0E39><U+0E40><U+0E01><U+0E47><U+0E15>,<U+0E20><U+0E39><U+0E40><U+0E01><U+0E47><U+0E15>7.9715298.35098","huket  Bhuket,Changwat Phuket,Muang Thalang,Phuket,Pucket,Puket,canghwad phuket,phuket,<U+0E08><U+0E31><U+0E07><U+0E2B><U+0E27><U+0E31><U+0E14><U+0E20><U+0E39><U+0E40><U+0E01><U+0E47><U+0E15>,<U+0E20><U+0E39><U+0E40><U+0E01><U+0E47><U+0E15>7.9715298.35098",,,1
Pinas Bay,"Las Piñas  City of Las Pinas,City of Las Piñas,Las Pinas,Las Piñas14.4505556120.9827778","as Piñas  City of Las Pinas,City of Las Piñas,Las Pinas,Las Piñas14.4505556120.9827778",,,1
Piraeus,"PiraeusPeiraios,Piraeus,<U+03A0>e<U+03B9><U+03C1>a<U+03B9><U+03CE><U+03C2>37.94702815922201523.645029294783967","iraeusPeiraios,Piraeus,<U+03A0>e<U+03B9><U+03C1>a<U+03B9><U+03CE><U+03C2>37.94702815922201523.645029294783967",,,1
Port Louis Province,"Port Moresby  Gorad Port-Morsbi,POM,Po Moresbi,Port Moresby,Port Moresmpi,Port Morsbi,Port Morsbis,Port-Moresbo,Po...-9.47723147.15089",-9.47723147.15089,,,1
Port Shelter,"Port Moresby  Gorad Port-Morsbi,POM,Po Moresbi,Port Moresby,Port Moresmpi,Port Morsbi,Port Morsbis,Port-Moresbo,Po...-9.47723147.15089",-9.47723147.15089,,,1
Porto Seguro,"Porto  OPO,Oporto,Porto,Portu,Portus Cale,bo tu,bwrtw,poruto,pwrtw,<U+03A0><U+03BF><U+03C1>t<U+03BF>,<U+03A0><U+03CC><U+03C1>t<U+03BF>,<U+041F><U+043E><U+0440><U+0442><U+043E>,<U+041F><U+043E><U+0440><U+0442><U+0443>,<U+05E4><U+05D5><U+05E8><U+05D8><U+05D5>,<U+0628><U+0648><U+0631><U+062A><U+0648>,<U+067E><U+0648><U+0631><U+062A>...41.149606-8.610993",41.149606-8.610993,,,1
Primorje-Gorski Kotar County,"Rijeka  Estado libre de Fiume,Fiume,Fkumen,Flumen Sancti Viti,RJK,Reka,Rieka,Rijeka,Rijeko,Reka,Sankt Veit a...45.3267314.44241",45.3267314.44241,,,1
Primorsky Krai,"Primorskiy (Maritime) Kray  Krai De Primorsky,Krai de Primorie,Kraï de Primorie,Maritime Krai,Maritime Territory,Primorje,Primor...45.0135.0",45.0135.0,,,1
Provence,Provence  46.90123939514166.684152841567993,rovence  46.90123939514166.684152841567993,,,1
Providenciales,,,,,1
Puntarenas Province,"Puntarenas  JAP,Pountarenas,Puntarenas,Puntarenasas,peng ta lei na si,puntalenaseu,puntarenasu,pwntarynas,pwntrn...9.97624732116729-84.8383569717407",9.97624732116729-84.83835,,,1
Queaon,"Quezon  Lalawigan ng Quezon,Province of Tayabas,Quezon,Tayabas14.6666667121.5","uezon  Lalawigan ng Quezon,Province of Tayabas,Quezon,Tayabas14.6666667121.5",,,1
Queensland ,"Queensland  Kvinslend,QLD,Queensland,Shtat Kvinslend,State of Queensland,<U+041A><U+0432><U+0438><U+043D><U+0441><U+043B><U+0435><U+043D><U+0434>,<U+0428><U+0442><U+0430><U+0442> <U+041A><U+0432><U+0438><U+043D><U+0441><U+043B><U+0435><U+043D><U+0434>-20.0145.0","ueensland  Kvinslend,QLD,Queensland,Shtat Kvinslend,State of Queensland,<U+041A><U+0432><U+0438><U+043D><U+0441><U+043B><U+0435><U+043D><U+0434>,<U+0428><U+0442><U+0430><U+0442> <U+041A><U+0432><U+0438><U+043D><U+0441><U+043B><U+0435><U+043D><U+0434>-20.0145.0",,,1
Quezon,"Quezon  Lalawigan ng Quezon,Province of Tayabas,Quezon,Tayabas14.6666667121.5","uezon  Lalawigan ng Quezon,Province of Tayabas,Quezon,Tayabas14.6666667121.5",,,1
Quinta Roo,"Región de Valparaíso  Quinta Region,Quinta Región,Region de Aconcagua,Region de Valparaiso,Región de Aconcagua,Región de V...-32.75-71.3333333",-104.08333,,,1
Ralik Chain,"Ralik Chain  Groupe de Ralik,Ralic,Ralick Chain,Ralick Gruppe,Ralik Chain,Ralik-Kette,Rarikku,Rarikku Chen,Rarikk...8.0167.0",8.0167.0,,,1
Rangiroa,Rangiroa  -14.95916-147.64664,angiroa  -14.95916-147.64664,,,1
Ratak ,"Ratak RidgeEastern Ridge,Radak Ridge,Ratak Ridge10.0170.0","atak RidgeEastern Ridge,Radak Ridge,Ratak Ridge10.0170.0",,,1
Rayong Province,"Rayong  Rajong,Rayaung,Rayohng,Rayong,layong,luo yong shi,raywng,rayxng,thesbal nkhr rayxng,<U+0420><U+0430><U+0439><U+043E><U+043D><U+0433>,<U+0631><U+0627><U+06CC><U+0648><U+0646><U+06AF>,<U+0E23><U+0E30>...12.6809540209817101.257982254028",12.6809540209817101.257982254,,,1
Red Sea Protectorate,Red River Delta  21.03498105.8455,ed River Delta  21.03498105.8455,,,1
Reggio Calabria Province,"Reggio Calabria  REG,Redzho-di-Kalabrija,Reggio Calabria,Reggio de Calabre,Reggio de Calabria,Reggio de Calàbria,Regg...38.11046715.661294",38.11046715.661294,,,1
Riau Province,"Riau Islands  Kepulauan Riau,Provinsi Kepulauan Riau,Riau Islands,Riau-oyane,Riau-oyene,Riau-øyane,Riau-øyene0.63333107.01868","iau Islands  Kepulauan Riau,Provinsi Kepulauan Riau,Riau Islands,Riau-oyane,Riau-oyene,Riau-øyane,Riau-øyene0.63333107.01868",,,1
Rigo subdistrict,"Rigo  Rigo,Rigo District-9.75147.8333333","igo  Rigo,Rigo District-9.75147.8333333",,,1
Rio Grande Do Sul,"Rio de Janeiro  Ciutat de Rio de Janeiro,Gorad Rya-deh-Zhanehjra,RIO,Rio,Rio De Janeiro,Rio d Janeiro,Rio de Janeiro...-22.90642-43.18223",-66.08865,,,1
Rio San Juan,"Rio de Janeiro  Ciutat de Rio de Janeiro,Gorad Rya-deh-Zhanehjra,RIO,Rio,Rio De Janeiro,Rio d Janeiro,Rio de Janeiro...-22.90642-43.18223",-66.08865,,,1
Rivers State,"Rivers State  Rivers,Rivers State4.7497422534755476.827659606933594","ivers State  Rivers,Rivers State4.7497422534755476.827659606933594",,,1
Rocha ,"Rocha  Ciudad de Rocha,Roca,Rocha,Roca,locha,luo qia,rocha,rwcha,<U+0420><U+043E><U+0447><U+0430>,<U+054C><U+0578><U+0579><U+0561>,<U+0631><U+0648><U+0686><U+0627>,<U+0631><U+0648><U+0686><U+0627><U+060C> <U+06CC><U+0648><U+0631><U+0627><U+06AF><U+0648><U+0626><U+06D2>,<U+10E0><U+10DD><U+10E9><U+10D0>,<U+30ED><U+30C1><U+30E3>,<U+7F85><U+6070>,...-34.4833333-54.3333333",-88.8166666,,,1
Rodrigues,"Rodrigues  Ile Rodrigues,Rodrigues,Île Rodrigues-19.70163.416","odrigues  Ile Rodrigues,Rodrigues,Île Rodrigues-19.70163.416",,,1
Rombion Province,"Mexico  Bek-se-ko,Be<U+030D>k-se-ko,Estados Unidos Mexicanos,IMekisikho,IMekisiko,Maegsaego,Maexikaen,Makasiko,Maxi...23.0-102.0",23.0-102.0,,,1
Romblon Province,"Romblon Tugdan Airport  Paliparan ng Tugdan,Paluparan it Tugdan,RPVU,Romblon Tugdan Airport,TBH12.31195122.08008","omblon Tugdan Airport  Paliparan ng Tugdan,Paluparan it Tugdan,RPVU,Romblon Tugdan Airport,TBH12.31195122.08008",,,1
Roncador Bank,Roncador Barrio18.2602363-66.74871,oncador Barrio18.2602363-66.74871,,,1
Ryukyu,,,,,1
Sago Prefecture,"Sago  Sagbe,Sagbé,Sago5.266996-5.916115","ago  Sagbe,Sagbé,Sago5.266996-5.916115",,,1
Saint-Andre,Saint Andrew  Saint Andrew12.1166667-61.65,aint Andrew  Saint Andrew12.1166667-61.65,,,1
Saint-Louis,"Saint Louis  Saint Louis,St Louis,sheng lu yi qu,<U+8056><U+8DEF><U+6613><U+5340>-4.633333355.4333333","aint Louis  Saint Louis,St Louis,sheng lu yi qu,<U+8056><U+8DEF><U+6613><U+5340>-4.633333355.4333333",,,1
Saint-Paul ,Saint-Paul  Saint-Paul-21.00960755.271336,aint-Paul  Saint-Paul-21.00960755.271336,,,1
Saint Gilles ,"St Petersburg  Agia Petroupole,Betuyrbukh,LED,Leningrad,Leningrado,Lungsod ng Sankt-Peterburg,Peterburg,Peterburgo,...59.9386330.31413",59.9386330.31413,,,1
Saint Leu,"St Petersburg  Agia Petroupole,Betuyrbukh,LED,Leningrad,Leningrado,Lungsod ng Sankt-Peterburg,Peterburg,Peterburgo,...59.9386330.31413",59.9386330.31413,,,1
Sainte-Marie,"St Mary  Saint Mary,Sainte Mathie,Sainte-Marie,St Mary,St. Mary,St. Mary's,St. Mary’s49.2358333-2.1722222","t Mary  Saint Mary,Sainte Mathie,Sainte-Marie,St Mary,St. Mary,St. Mary's,St. Mary’s49.2358333-2.1722222",,,1
Sainte-Suzanne,"Sainte-Suzanne  Sainte-Suzanne,Sent Sizan,Sent Sizàn19.5-72.0333333","ainte-Suzanne  Sainte-Suzanne,Sent Sizan,Sent Sizàn19.5-72.0333333",,,1
Saipan,"Saipan  Saipan,saipan,<U+C0AC><U+C774><U+D310>15.16847145.74081","aipan  Saipan,saipan,<U+C0AC><U+C774><U+D310>15.16847145.74081",,,1
Salerno,"Provincia di Salerno  Provincia di Salerno,SA,Salerne,Salerno40.4515.2666667","rovincia di Salerno  Provincia di Salerno,SA,Salerne,Salerno40.4515.2666667",,,1
Salerno Province,"Salerno  QSR,Salernas,Salerne,Salerno,Salernu,Salernum,Salierno,salyrnw,sareruno,<U+0421><U+0430><U+043B><U+0435><U+0440><U+043D><U+043E>,<U+0633><U+0627><U+0644><U+064A><U+0631><U+0646><U+0648>,<U+30B5><U+30EC><U+30EB><U+30CE>40.67545499371246414.793277245858185","alerno  QSR,Salernas,Salerne,Salerno,Salernu,Salernum,Salierno,salyrnw,sareruno,<U+0421><U+0430><U+043B><U+0435><U+0440><U+043D><U+043E>,<U+0633><U+0627><U+0644><U+064A><U+0631><U+0646><U+0648>,<U+30B5><U+30EC><U+30EB><U+30CE>40.67545499371246414.793277245858185",,,1
Salinas Bay,"Salinas  SAL,Salinas18.0174642-66.2537789","alinas  SAL,Salinas18.0174642-66.2537789",,,1
Samaná Province,"Samaná  AZS,Distrito de Samana,Provincia de Samana,Provincia de Samaná,Samana,Samana Province,Samaná,Samaná ...19.25-69.45",19.25-69.45,,,1
San Andres and Providencia Archipelago,"San José  Gorad San-Khaseh,SJO,San Chose,San Chose,San Hose,San Jose,San Jose de Costa Rica,San Jose i Costa R...9.9333333-84.0833333",9.9333333-84.0833333,,,1
San Andrés archipelago,"San José  Gorad San-Khaseh,SJO,San Chose,San Chose,San Hose,San Jose,San Jose de Costa Rica,San Jose i Costa R...9.9333333-84.0833333",9.9333333-84.0833333,,,1
San Blas,"San José  Gorad San-Khaseh,SJO,San Chose,San Chose,San Hose,San Jose,San Jose de Costa Rica,San Jose i Costa R...9.9333333-84.0833333",9.9333333-84.0833333,,,1
San Blas coast,"San José  Gorad San-Khaseh,SJO,San Chose,San Chose,San Hose,San Jose,San Jose de Costa Rica,San Jose i Costa R...9.9333333-84.0833333",9.9333333-84.0833333,,,1
San Carlos,"San José  Gorad San-Khaseh,SJO,San Chose,San Chose,San Hose,San Jose,San Jose de Costa Rica,San Jose i Costa R...9.9333333-84.0833333",9.9333333-84.0833333,,,1
Sandaun Province,"West Sepik Province  Sandaun,Sandaun Province,West Sepih District,West Sepik,West Sepik Province-3.5142.0","est Sepik Province  Sandaun,Sandaun Province,West Sepih District,West Sepik,West Sepik Province-3.5142.0",,,1
Sanma Province,"Sanma Province  Sanma,Sanma Province,Santo/Malo-15.3333333166.75","anma Province  Sanma,Sanma Province,Santo/Malo-15.3333333166.75",,,1
Santa Catarina State,"Santa Ana  Cihuatehuahcan,Gorad Santa-Ana,Santa Ana,Santa-Ana,Santaana,sanata-ana,santaana,sheng an na,S<U+03AC><U+03BD>ta <U+0386><U+03BD>...13.9941667-89.5597222",13.9941667-89.5597222,,,1
Santa Cruz Island,"Santa Ana  Cihuatehuahcan,Gorad Santa-Ana,Santa Ana,Santa-Ana,Santaana,sanata-ana,santaana,sheng an na,S<U+03AC><U+03BD>ta <U+0386><U+03BD>...13.9941667-89.5597222",13.9941667-89.5597222,,,1
Santa Elena,"Santa Ana  Cihuatehuahcan,Gorad Santa-Ana,Santa Ana,Santa-Ana,Santaana,sanata-ana,santaana,sheng an na,S<U+03AC><U+03BD>ta <U+0386><U+03BD>...13.9941667-89.5597222",13.9941667-89.5597222,,,1
Santa Isabel Province,"Santa Ana  Cihuatehuahcan,Gorad Santa-Ana,Santa Ana,Santa-Ana,Santaana,sanata-ana,santaana,sheng an na,S<U+03AC><U+03BD>ta <U+0386><U+03BD>...13.9941667-89.5597222",13.9941667-89.5597222,,,1
Santiago Island,"Santiago  Ciles Santjagas,CiudadSantiago,SCL,Sanctiacobi,Sant'jago,Santiago,Santiago de Chile,Santiago de Xile...-33.456937736669424-70.64826965332031",-104.1051377,,,1
Santo Domingo,"Santo Domingo  Ciudad Trujillo,SDQ,Saint Domingue,Santo Domingo,Santo Domingo City,Santo Domingo de Guzman,Santo Do...18.47186-69.89232",18.47186-69.89232,,,1
Sants-Montjic,Sants-Montjuïc41.349980339875062.1449511890511386,ants-Montjuïc41.349980339875062.1449511890511386,,,1
Savona,"Provincia di Savona  Provincia di Savona,SV,Savona,Savone44.38.2666667","rovincia di Savona  Provincia di Savona,SV,Savona,Savone44.38.2666667",,,1
Sepang,Sepang  2.75101.6666667,epang  2.75101.6666667,,,1
Sfax,"Gouvernorat de Sfax  Gouvernorat de Sfax,Safaqis,Sfax,Wilayat Safaqis,Wilayat Safaqis,Safaqis34.7510.4166667","ouvernorat de Sfax  Gouvernorat de Sfax,Safaqis,Sfax,Wilayat Safaqis,Wilayat Safaqis,Safaqis34.7510.4166667",,,1
Shanghai,"Shanghai  Municipalite de Shanghai,Municipalité de Shanghai,Shang-hai Shih,Shanghai,Shanghai Municipality,Shan...31.166667121.416667",31.166667121.416667,,,1
"Sharjah, ","Sharjah  Al Sharjah,Ash 'Mariqah,Ash Shariqa,Ash Shariqah,Ash Shariqa,Ash Shariqah,Ash ’Mariqah,Ash-Shariqah ...25.33737455.412056",25.33737455.412056,,,1
Sharon,"Charron  Charron,Sharon,Sharron,sha er long,<U+0428><U+0430><U+0440><U+043E><U+043D>,<U+0428><U+0430><U+0440><U+0440><U+043E><U+043D>,<U+6C99><U+5C14><U+9F99>46.2942-1.1053","harron  Charron,Sharon,Sharron,sha er long,<U+0428><U+0430><U+0440><U+043E><U+043D>,<U+0428><U+0430><U+0440><U+0440><U+043E><U+043D>,<U+6C99><U+5C14><U+9F99>46.2942-1.1053",,,1
Shat-Al-Arab River,"Shatt al ArabArvand Rud,Arvand Rud,Basra River,Basra Rud,River Shatt al `Arab,Shat ul Arab,Shatt al `Arab,Shatt e...29.94035788481329548.59596252441406",29.94035788481329548.595,,,1
Shatt-el-Arab River,"Shatt al ArabArvand Rud,Arvand Rud,Basra River,Basra Rud,River Shatt al `Arab,Shat ul Arab,Shatt al `Arab,Shatt e...29.94035788481329548.59596252441406",29.94035788481329548.595,,,1
Shefa Province,"Shefa Province  Shefa,Shefa Province-17.5894168.36731","hefa Province  Shefa,Shefa Province-17.5894168.36731",,,1
Shizuoka Prefecture,"Shizuoka  FSZ,Gorad Sidzuoka,Lungsod ng Shizuoka,Shidzuoka,Shizuoka,Shizuoka-shi,Shizuokashi,Siduoka,Sidzuok,S...34.983333138.383333",34.983333138.383333,,,1
Simpson Bay,"Fort Simpson Airport  Aeroport de Fort Simpson,Aeropuerto de Fort Simpson,Aéroport de Fort Simpson,CYFS,Flughafen Fort Sim...61.760153-121.236525",61.760153-121.2,,,1
Singapore Harbor,"Singapore  SIN,Sin-ka-po,Singapore,Singapore City,Singapour,Singapur,Singapura,Sinkapoure,Sîn-kâ-po,Tumasik,cin...1.28966883937733103.850069046021",1.28966883937733103.850069,,,1
Skagerrak arm of the North Sea,"Skagerrak  Skagerack,Skagerak,Sleeve57.759.0","kagerrak  Skagerack,Skagerak,Sleeve57.759.0",,,1
Slovenia,"Slovenia  An tSlovein,An tSlóvéin,Eslobenia,Eslobenya,Eslovenia,Eslovenia - Slovenija,Eslovenya,Eslovènia,Eslo...46.08333315.0",46.08333315.0,,,1
Socotra Islands,"Soqatra  Socotra,Soqatra,Soqatra Governorate12.5022853.82065","oqatra  Socotra,Soqatra,Soqatra Governorate12.5022853.82065",,,1
Sofala Province,"Beira  BEW,Beira,Bejra,bei la,beila,beira,byra  mwzambyk,byyra  mwzmbyq,<U+039C>p<U+03AD><U+03B9><U+03C1>a,<U+0411><U+0435><U+0438><U+0440><U+0430>,<U+0411><U+0435><U+0439><U+0440><U+0430>,<U+0628><U+06CC><U+0626><U+0631><U+0627><U+060C> <U+0645><U+0648><U+0632><U+0645><U+0628><U+06CC><U+0642>,<U+0628>...-19.843611134.8388889",-19.843611134.8388889,,,1
"Somewhere between Philadelphia and Hiogo, Japan",St. Somewhere AirportSt. Somewhere Airport35.0239698-89.2037498,t. Somewhere AirportSt. Somewhere Airport35.0239698-89.2037498,,,1
Sonora,"Sonora  Estado de Sonora,SON,Sonora,Sonora osariik,altar  sonora,sonora zhou,suo nuo la zhou,<U+0421><U+043E><U+043D><U+043E><U+0440><U+0430>,<U+30BD><U+30CE><U+30E9><U+5DDE>,<U+7D22><U+8AFE><U+62C9>...29.666667-110.5",29.666667-110.5,,,1
South Atlantic Ocean,"South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
South Carolina ,"South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
South Ch'ungch'ong Province,"South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
South China Sea 200 miles from Hong Kong,"South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
South Chungcheong Province,"South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
"South Coast, East New Britain","South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
"South Island, near Karitane north of Dunedin","South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
South Island?,"South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
South Korea,"South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
South of the Equator ,"South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
South Pacific Ocean,"South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
South shore ,"South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
"South Sinai, Gulf of Aqaba","South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
Southern Cyprus,"Southern Asia  Asia Meridional,Asia del Sur,Asia meridionale,Asie du Sud,Juzhnaja Azija,Pietu Azija,Pietu Azija,Piv...21.28937435586042478.662109375",21.28937435586042478.6,,,1
Southern District,"Southern Asia  Asia Meridional,Asia del Sur,Asia meridionale,Asie du Sud,Juzhnaja Azija,Pietu Azija,Pietu Azija,Piv...21.28937435586042478.662109375",21.28937435586042478.6,,,1
Southern Japan,"Southern Asia  Asia Meridional,Asia del Sur,Asia meridionale,Asie du Sud,Juzhnaja Azija,Pietu Azija,Pietu Azija,Piv...21.28937435586042478.662109375",21.28937435586042478.6,,,1
Southern Province,"Southern Asia  Asia Meridional,Asia del Sur,Asia meridionale,Asie du Sud,Juzhnaja Azija,Pietu Azija,Pietu Azija,Piv...21.28937435586042478.662109375",21.28937435586042478.6,,,1
Southern Thailand,"Southern Asia  Asia Meridional,Asia del Sur,Asia meridionale,Asie du Sud,Juzhnaja Azija,Pietu Azija,Pietu Azija,Piv...21.28937435586042478.662109375",21.28937435586042478.6,,,1
Southwest coast,"Sud-Ouest  Southwest,Sud-Ouest,Sud-Ouest Region10.5-3.2","ud-Ouest  Southwest,Sud-Ouest,Sud-Ouest Region10.5-3.2",,,1
St Helena,"St Petersburg  Agia Petroupole,Betuyrbukh,LED,Leningrad,Leningrado,Lungsod ng Sankt-Peterburg,Peterburg,Peterburgo,...59.9386330.31413",59.9386330.31413,,,1
St John's,"St Petersburg  Agia Petroupole,Betuyrbukh,LED,Leningrad,Leningrado,Lungsod ng Sankt-Peterburg,Peterburg,Peterburgo,...59.9386330.31413",59.9386330.31413,,,1
St. Anne,"St Petersburg  Agia Petroupole,Betuyrbukh,LED,Leningrad,Leningrado,Lungsod ng Sankt-Peterburg,Peterburg,Peterburgo,...59.9386330.31413",59.9386330.31413,,,1
St. Catherine,"St Petersburg  Agia Petroupole,Betuyrbukh,LED,Leningrad,Leningrado,Lungsod ng Sankt-Peterburg,Peterburg,Peterburgo,...59.9386330.31413",59.9386330.31413,,,1
St. Georges ,"St Petersburg  Agia Petroupole,Betuyrbukh,LED,Leningrad,Leningrado,Lungsod ng Sankt-Peterburg,Peterburg,Peterburgo,...59.9386330.31413",59.9386330.31413,,,1
St. Mary's Parish,"St Petersburg  Agia Petroupole,Betuyrbukh,LED,Leningrad,Leningrado,Lungsod ng Sankt-Peterburg,Peterburg,Peterburgo,...59.9386330.31413",59.9386330.31413,,,1
St. Mary Parish,"St Petersburg  Agia Petroupole,Betuyrbukh,LED,Leningrad,Leningrado,Lungsod ng Sankt-Peterburg,Peterburg,Peterburgo,...59.9386330.31413",59.9386330.31413,,,1
St. Thomas Bay,"St Petersburg  Agia Petroupole,Betuyrbukh,LED,Leningrad,Leningrado,Lungsod ng Sankt-Peterburg,Peterburg,Peterburgo,...59.9386330.31413",59.9386330.31413,,,1
Strait of Malacca,"Strait of Malacca  Detroit de Malacca,Détroit de Malacca,Malacca Strait,Malakka Strait,Selat Melaka,Straat Malaka,Straa...5.0218699.16466",5.0218699.16466,,,1
Strait of Messina,"Strait of Malacca  Detroit de Malacca,Détroit de Malacca,Malacca Strait,Malakka Strait,Selat Melaka,Straat Malaka,Straa...5.0218699.16466",5.0218699.16466,,,1
Sucre,"Sucre  Municipio de Sucre,Sucre8.8333333-74.75","ucre  Municipio de Sucre,Sucre8.8333333-74.75",,,1
Suez,"Suez  As Suways,El Suez,Mohafazat El Sweis,Muhafazat as Suways,Mu<U+1E29>afaz¸at as Suways,Suez,Suez Governorate,...29.732.3",29.732.3,,,1
Suez Canal,"Suez  Al Qulzum,As Suways,Clysma,El Seweis,El Suweis,El-Qulzum,Es Suweis,Klysma,Souez,Suais,Suec,Suecas,Su...29.97371432.526267",29.97371432.526267,,,1
Sumatra,,,,,1
Surigao del Norte,"Surigao CityCiudad ti Surigao,Dakbayan sa Surigao,Lungsod ng Surigao,SUG,Serigao Siti,Surigao,Surigao City,Surig...9.789125.495",9.789125.495,,,1
Syracuse,"Syracuse  Provincia di Siracusa,SR,Siracusa,Syracuse,Syrakus37.0880488595226915.27923583984375","yracuse  Provincia di Siracusa,SR,Siracusa,Syracuse,Syrakus37.0880488595226915.27923583984375",,,1
Tabasco,"Tabasco  Estado de Tabasco,Estat de Tabasco,TAB,Tabasco,ta ba si ke zhou,tabaskw,tabasuko zhou,<U+062A><U+0627><U+0628><U+0627><U+0633><U+0643><U+0648>,<U+30BF><U+30D0><U+30B9><U+30B3><U+5DDE>,...18.0-92.6666667",18.0-92.6666667,,,1
Tabuk Province,"Tabuk  Gabouk,TUU,Tabouk,Tabuk,Tabukas,Tabuk,Taebuk,Tebuek,Tebuk,Tebük,Täbuk,ta bu ke,tabukeu,tabukk,tabuku...28.39980436.571505",28.39980436.571505,,,1
Tafea Province,"Tafea Province  Tafea,Tafea Province-19.50948169.34849","afea Province  Tafea,Tafea Province-19.50948169.34849",,,1
Tahiti,"Îles du Vent  Circonscription administrative des Iles du Vent,Circonscription administrative des Îles du Vent,Tahi...-17.5-149.5",-167,,,1
Taipei Hsien,"Taipei  GJai Bac,Kota Taipei,Pan Kiao,Pan-ch'iao,Pan-ch'iao-chen,Pan-ch'iao-chieh,Pan-ch’iao,Pan-ch’iao-chen...25.047763121.531846",25.047763121.531846,,,1
Taranto,"TarantoComune di Taranto,Gorad Taranta,Tarantas,Taranto,Tarantu,Tarent,Tarente,Tarento,Tarentum,Tàranto,Tàr...40.41702217.240102",40.41702217.240102,,,1
Taranto province,"Taranto  TAR,Taranto,Tarde,Tarent,Tarente,Tarento,Tarento - Taranto,Tarentum,Tàrent,taranto,tarantw,<U+0422><U+0430><U+0440><U+0430><U+043D><U+0442><U+043E>,<U+062A>...40.4643817.24707",40.4643817.24707,,,1
Tavenui,"Mexico  Bek-se-ko,Be<U+030D>k-se-ko,Estados Unidos Mexicanos,IMekisikho,IMekisiko,Maegsaego,Maexikaen,Makasiko,Maxi...23.0-102.0",23.0-102.0,,,1
Tel Aviv,"Tel Aviv  Lungsod ng Tel Aviv-Yafo,TLV,Tehl'-Aviu,Tel Avevs,Tel Aviv,Tel Aviv Yaffo,Tel Aviv Yafo,Tel Aviv-Jaf...32.08088334.780572",32.08088334.780572,,,1
